:: ERROR: Unable to proceed: no support for sourcing from '[dash|sh]' shell.
   This script must be sourced. Did you execute or source this script?
   Can be caused by sourcing from inside a "shebang-less" script.
   Can also be caused by sourcing from ZSH version 4.x or older.
LAMMPS (2 Aug 2023)
WARNING: Using I/O redirection is unreliable with parallel runs. Better to use the -in switch to read input files. (../lammps.cpp:537)
Reading restart file ...
  restart file = 2 Aug 2023, LAMMPS = 2 Aug 2023
  restoring atom style full from restart
  orthogonal box = (1.3688094 1.3688094 1.3688094) to (42.256959 42.256959 42.256959)
  2 by 2 by 3 MPI processor grid
  restoring pair style lj/cut/coul/long from restart
  restoring bond style harmonic from restart
  restoring angle style harmonic from restart
  3000 atoms
  2000 bonds
  1000 angles
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:    0        0        0       
  special bond factors coul:  0        0        0       
     2 = max # of 1-2 neighbors
     1 = max # of 1-3 neighbors
     1 = max # of 1-4 neighbors
     2 = max # of special neighbors
  special bonds CPU = 0.002 seconds
  read_restart CPU = 0.014 seconds
2000 atoms in group carb
1000 atoms in group oxy
Finding SHAKE clusters ...
       0 = # of size 2 clusters
    1000 = # of size 3 clusters
       0 = # of size 4 clusters
       0 = # of frozen angles
  find clusters CPU = 0.002 seconds
Resetting global fix info from restart file:
  fix style: npt, fix ID: runnpt
Resetting global fix info from restart file:
  fix style: npt, fix ID: runnpt
PPPM initialization ...
  using 12-bit tables for long-range coulomb (../kspace.cpp:342)
  G vector (1/distance) = 0.22940094
  grid = 32 32 32
  stencil order = 5
  estimated absolute RMS force accuracy = 0.00036424429
  estimated relative force accuracy = 1.0969109e-06
  using double precision KISS FFT
  3d grid and FFT values/proc = 10051 3072
Generated 1 of 1 mixed pair_coeff terms from geometric mixing rule
All restart file global fix info was re-assigned
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 17
  ghost atom cutoff = 17
  binsize = 8.5, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 15000000
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 8.968 | 9.285 | 9.35 Mbytes
   Step         PotEng         KinEng         TotEng         Press           Temp           c_2            c_3            c_5      
  17421000  -1764.6835      1773.048       8.3645193      129.93258      255.03253      177.19905      31401.551      1.1489911    
  17421500  -1754.5918      1727.654      -26.93777       109.66081      248.50313      177.17534      31393.314      1.1489873    
  17422000  -1805.2019      1748.5057     -56.696106      220.9533       251.5024       177.16801      31390.546      1.1490111    
  17422500  -1766.3188      1749.9115     -16.407256      49.471566      251.70461      177.18533      31396.741      1.1490148    
  17423000  -1743.3834      1719.0436     -24.339862      36.221427      247.26461      177.18609      31397.026      1.1489927    
  17423500  -1729.959       1740.3532      10.394134      284.88567      250.32975      177.10477      31368.207      1.1489925    
  17424000  -1705.9738      1689.739      -16.234735      91.79426       243.04949      177.19773      31400.974      1.1490071    
  17424500  -1692.999       1756.0295      63.030536      126.60864      252.58461      177.08678      31362.051      1.1490002    
  17425000  -1699.1672      1797.9533      98.78608       107.79591      258.61487      177.23488      31414.395      1.1489963    
  17425500  -1668.7408      1731.4304      62.689558      114.46619      249.04631      177.0698       31356.025      1.1490078    
  17426000  -1707.5172      1788.9832      81.466039      295.05775      257.32462      177.22134      31409.65       1.1489996    
  17426500  -1599.0986      1742.5112      143.41262      195.11994      250.64016      177.02117      31338.77       1.1490135    
  17427000  -1633.1554      1809.5721      176.41669      244.95102      260.2861       177.16024      31388.006      1.1490275    
  17427500  -1584.6093      1788.1186      203.50925      28.699101      257.20025      177.04622      31347.506      1.1490069    
  17428000  -1582.1642      1759.061       176.89678      83.812381      253.02066      177.1039       31368.013      1.1489891    
  17428500  -1590.1932      1742.7685      152.57528      68.253313      250.67717      177.06992      31355.982      1.1489982    
  17429000  -1638.601       1789.8248      151.22383      187.05806      257.44568      177.12615      31375.777      1.1489781    
  17429500  -1695.0631      1736.1906      41.127531      273.33428      249.73101      177.11346      31371.431      1.1490055    
  17430000  -1661.3296      1734.6972      73.367608      20.694421      249.51621      177.18739      31397.518      1.1490003    
  17430500  -1657.133       1695.5728      38.439813      237.32664      243.88861      177.1018       31367.281      1.1489981    
  17431000  -1736.4778      1750.9376      14.459837     -112.8686       251.8522       177.20443      31403.512      1.1489768    
  17431500  -1717.1881      1746.914       29.725936      120.65196      251.27345      177.1307       31377.555      1.1490098    
  17432000  -1707.0186      1734.4918      27.47313       27.605467      249.48666      177.16116      31388.278      1.1490102    
  17432500  -1689.5972      1776.6125      87.01536      -9.9043212      255.54524      177.14725      31383.481      1.1490024    
  17433000  -1665.2584      1781.3398      116.08138      180.39357      256.2252       177.12975      31377.155      1.1490087    
  17433500  -1684.6785      1750.2254      65.546832      39.00801       251.74975      177.14813      31383.686      1.149003     
  17434000  -1698.6875      1736.0011      37.313565      21.157913      249.70375      177.1236       31374.898      1.1489897    
  17434500  -1768.5369      1752.8261     -15.71083       297.40625      252.12384      177.15966      31387.765      1.1489929    
  17435000  -1725.9154      1770.5857      44.670331     -57.267417      254.67836      177.17802      31394.148      1.1490264    
  17435500  -1708.304       1751.1618      42.857727      97.285801      251.88444      177.19341      31399.825      1.1489927    
  17436000  -1665.5335      1758.8664      93.332829      226.64841      252.99266      177.1034       31367.868      1.1490103    
  17436500  -1678.5035      1777.1586      98.655142      28.409471      255.6238       177.18531      31396.856      1.1489906    
  17437000  -1699.3549      1768.5471      69.192161      153.58233      254.38512      177.12627      31375.993      1.1489778    
  17437500  -1759.1561      1799.4737      40.317601      149.51251      258.83355      177.14812      31383.489      1.1489966    
  17438000  -1759.3686      1796.5905      37.221844     -40.19914       258.41884      177.15821      31387.391      1.148989     
  17438500  -1840.8209      1786.4172     -54.403647      173.04696      256.95553      177.21548      31407.39       1.1489975    
  17439000  -1791.838       1768.3151     -23.522934      193.3867       254.35175      177.16307      31388.983      1.1490246    
  17439500  -1672.7172      1760.6349      87.917668      45.219166      253.24704      177.12176      31374.39       1.1490131    
  17440000  -1739.9788      1767.3421      27.363311      156.04256      254.2118       177.1946       31400.105      1.1489928    
  17440500  -1685.3434      1758.3392      72.995758      131.48916      252.91683      177.17434      31393.076      1.148992     
  17441000  -1781.3494      1715.6315     -65.717903      169.08948      246.77382      177.20948      31405.375      1.1489775    
  17441500  -1798.282       1720.7772     -77.504759     -114.72024      247.51398      177.22038      31409.258      1.1490042    
  17442000  -1795.7998      1721.9258     -73.873956      126.77698      247.67919      177.2532       31420.938      1.1490031    
  17442500  -1759.2362      1769.8335      10.597302      70.621175      254.57016      177.14991      31384.345      1.1490169    
  17443000  -1717.9375      1791.757       73.819489      91.362212      257.7236       177.17686      31393.904      1.1490113    
  17443500  -1696.5115      1788.1351      91.623579      169.57573      257.20263      177.12309      31374.838      1.1490013    
  17444000  -1663.9353      1755.6845      91.74915       119.34703      252.53498      177.08692      31362.081      1.1490028    
  17444500  -1691.8956      1761.7164      69.820836      55.440345      253.40261      177.18606      31397.099      1.1489833    
  17445000  -1684.5263      1746.4434      61.91706       166.86854      251.20576      177.1585       31387.515      1.1489976    
  17445500  -1749.8564      1732.5544     -17.302029      136.72127      249.20799      177.18427      31396.504      1.1489955    
  17446000  -1730.5152      1815.7303      85.215095      39.429735      261.17188      177.20607      31404.212      1.149016     
  17446500  -1658.4122      1801.2583      142.84614      237.25854      259.09026      177.09119      31363.67       1.1490041    
  17447000  -1700.5622      1725.3331      24.770897      105.64423      248.16929      177.19759      31401.149      1.1489914    
  17447500  -1640.0658      1731.2537      91.187848      125.46801      249.0209       177.11111      31370.554      1.149024     
  17448000  -1670.4687      1770.3164      99.847684     -6.9565217      254.63962      177.13505      31379.046      1.1489941    
  17448500  -1742.1674      1716.4665     -25.700893      190.81192      246.89393      177.17603      31393.515      1.1489745    
  17449000  -1733.9858      1755.5998      21.614061      67.12547       252.52281      177.17855      31394.24       1.1490035    
  17449500  -1699.0121      1738.0887      39.07653      -158.93197      250.00403      177.13991      31380.798      1.1490139    
  17450000  -1683.4559      1734.0449      50.589058      33.957554      249.42238      177.17736      31393.956      1.1489978    
  17450500  -1739.7706      1769.1268      29.356118      5.8338241      254.4685       177.16774      31390.482      1.149008     
  17451000  -1698.8204      1767.1996      68.379186      82.578194      254.1913       177.15837      31387.539      1.1490061    
  17451500  -1761.9792      1811.6894      49.710248      16.660165      260.59065      177.16852      31390.775      1.1489734    
  17452000  -1742.5967      1796.8931      54.296462      227.0773       258.46237      177.14041      31380.975      1.1490063    
  17452500  -1709.8361      1806.6808      96.84473       154.37446      259.87022      177.14172      31381.351      1.1489999    
  17453000  -1707.3458      1767.6239      60.278162      177.03983      254.25233      177.08832      31362.437      1.1490228    
  17453500  -1660.1201      1790.0576      129.93758     -83.952663      257.47917      177.19848      31401.472      1.1489822    
  17454000  -1729.0481      1723.5364     -5.5117382      208.39441      247.91085      177.11195      31370.792      1.1489752    
  17454500  -1704.3419      1703.2936     -1.048268       285.42238      244.99916      177.16721      31390.29       1.1490267    
  17455000  -1684.371       1756.5979      72.226906      58.197393      252.66636      177.18532      31396.934      1.1490075    
  17455500  -1656.2431      1730.5715      74.328414      81.792891      248.92277      177.09636      31365.307      1.1489977    
  17456000  -1648.7215      1802.8279      154.10646      56.272404      259.31603      177.15359      31385.628      1.1489933    
  17456500  -1675.3431      1757.6425      82.299374     -7.2015876      252.81663      177.11831      31373.237      1.1489993    
  17457000  -1768.2534      1732.5862     -35.667229      72.869659      249.21256      177.17434      31392.878      1.1490008    
  17457500  -1737.7624      1777.5006      39.738262      19.839303      255.67298      177.19617      31400.656      1.1490212    
  17458000  -1662.8921      1738.8558      75.963657      54.868389      250.11437      177.16235      31388.781      1.1490056    
  17458500  -1653.9688      1740.113       86.144221      109.30064      250.29521      177.11768      31372.963      1.1489985    
  17459000  -1679.7343      1757.3648      77.630507      80.201886      252.77668      177.1257       31375.805      1.1489938    
  17459500  -1764.1008      1750.6457     -13.455044     -36.14377       251.81022      177.2183       31408.314      1.1490001    
  17460000  -1723.2688      1756.2637      32.994951      250.87652      252.6183       177.14231      31381.73       1.1490158    
  17460500  -1690.5093      1780.4476      89.938344      81.06695       256.09688      177.1429       31381.732      1.1490012    
  17461000  -1633.6174      1765.2698      131.6524       324.13804      253.91372      177.09005      31363.201      1.149005     
  17461500  -1665.818       1799.2094      133.3914       76.113994      258.79554      177.10536      31368.396      1.1490048    
  17462000  -1735.8206      1745.9916      10.17101      -60.665281      251.14078      177.15984      31387.77       1.1489821    
  17462500  -1751.5014      1747.2726     -4.2288022      57.055209      251.32504      177.18229      31395.558      1.1490081    
  17463000  -1701.4415      1711.4487      10.007222      120.97098      246.17218      177.13118      31377.626      1.149        
  17463500  -1750.1944      1779.7022      29.507782     -77.416316      255.98965      177.18461      31396.5        1.1489882    
  17464000  -1768.4243      1782.2294      13.80507       109.18104      256.35316      177.17762      31393.93       1.148987     
  17464500  -1767.003       1763.2136     -3.7893916      174.55193      253.61796      177.12596      31375.675      1.1490197    
  17465000  -1714.6121      1709.2466     -5.3655287      142.26534      245.85542      177.20877      31405.011      1.1490087    
  17465500  -1685.9467      1810.9802      125.03353      59.606642      260.48864      177.07822      31358.888      1.1490105    
  17466000  -1692.6286      1838.4285      145.79989      120.47233      264.43675      177.11662      31372.425      1.148997     
  17466500  -1709.9804      1742.4212      32.440872      69.394111      250.62722      177.19361      31399.896      1.1489882    
  17467000  -1715.2315      1755.1889      39.957362      157.99014      252.4637       177.13015      31377.208      1.1490066    
  17467500  -1725.0402      1737.7798      12.739629     -128.74659      249.9596       177.14991      31384.314      1.1490032    
  17468000  -1668.2505      1732.6535      64.402989      52.136639      249.22224      177.13218      31378.114      1.149012     
  17468500  -1676.2286      1787.987       111.7584      -10.525266      257.18132      177.19736      31401.119      1.1490003    
  17469000  -1679.8274      1737.7097      57.882238      99.391922      249.94951      177.09079      31363.401      1.149007     
  17469500  -1671.0649      1732.1576      61.092637     -37.723741      249.15091      177.16909      31391.001      1.1490045    
  17470000  -1688.4014      1734.1125      45.711009      87.87004       249.4321       177.15788      31387.117      1.1489944    
  17470500  -1610.8532      1734.9184      124.06514      245.72439      249.54802      177.11022      31370.263      1.1490001    
  17471000  -1666.6051      1769.5715      102.96641      7.4471966      254.53247      177.08785      31362.415      1.1489854    
  17471500  -1706.4813      1745.9546      39.473291      48.082423      251.13545      177.18742      31397.483      1.1489956    
  17472000  -1652.5612      1741.7925      89.231256      41.558178      250.53678      177.09659      31365.472      1.1490029    
  17472500  -1656.6597      1741.7265      85.066798      36.223356      250.52729      177.14595      31382.783      1.1490044    
  17473000  -1644.8572      1715.1073      70.250157      72.696568      246.69843      177.10008      31366.595      1.1489909    
  17473500  -1672.1364      1789.5659      117.42946      38.885981      257.40843      177.17087      31391.67       1.1490008    
  17474000  -1655.1744      1756.6605      101.48613      189.96887      252.67538      177.03256      31342.924      1.1490036    
  17474500  -1716.1522      1776.3899      60.237665      193.72494      255.51322      177.21674      31407.978      1.1489889    
  17475000  -1710.7164      1777.4384      66.722001      149.01975      255.66403      177.12478      31375.387      1.14901      
  17475500  -1627.4907      1699.7646      72.273977      192.62984      244.49156      177.14148      31381.294      1.1490227    
  17476000  -1620.1887      1657.3969      37.208166      84.242849      238.39744      177.15726      31386.933      1.1489924    
  17476500  -1648.6915      1751.1912      102.49974     -11.376782      251.88868      177.11512      31371.993      1.1489925    
  17477000  -1699.9475      1750.4727      50.525159      64.28041       251.78533      177.17045      31391.53       1.1489711    
  17477500  -1706.2968      1695.7951     -10.501765      168.39566      243.92058      177.14777      31383.554      1.148995     
  17478000  -1756.2134      1704.2823     -51.93107       172.03765      245.14137      177.22671      31411.316      1.1489957    
  17478500  -1730.0472      1730.3238      0.27660137     1.1560873      248.88715      177.13226      31377.996      1.1490143    
  17479000  -1661.4841      1736.0417      74.557598      103.00829      249.7096       177.12788      31376.492      1.1490083    
  17479500  -1669.2727      1726.0414      56.768762      293.87837      248.27117      177.11648      31372.52       1.1489978    
  17480000  -1688.6752      1773.6563      84.981158      15.718154      255.12003      177.14791      31383.445      1.149017     
  17480500  -1672.845       1752.1148      79.269784     -75.490308      252.02153      177.13488      31379.047      1.1490069    
  17481000  -1628.1601      1765.3881      137.22806     -118.69372      253.93074      177.12         31373.71       1.149006     
  17481500  -1646.2079      1813.1711      166.96321      1.7795084      260.80377      177.0846       31361.234      1.1489812    
  17482000  -1684.1871      1813.0848      128.89772      111.34016      260.79136      177.12557      31375.632      1.1489986    
  17482500  -1685.5784      1725.6804      40.101993      139.11547      248.21925      177.14811      31383.706      1.1489946    
  17483000  -1707.3813      1769.0842      61.702969      164.47603      254.46238      177.13996      31380.641      1.1489992    
  17483500  -1699.2318      1805.1423      105.91053      168.57503      259.64892      177.15106      31384.699      1.1490006    
  17484000  -1688.8025      1762.2538      73.451295      23.280337      253.47991      177.12716      31376.247      1.1489844    
  17484500  -1719.1457      1754.8941      35.748354      122.75421      252.42129      177.13685      31379.79       1.1490065    
  17485000  -1755.9394      1740.4471     -15.492231      158.525        250.34327      177.19375      31399.786      1.1489792    
  17485500  -1749.5733      1747.8725     -1.7007218      182.70304      251.41133      177.19133      31398.883      1.1490125    
  17486000  -1661.2746      1765.2742      103.99954      215.3518       253.91435      177.10605      31368.898      1.148997     
  17486500  -1731.6899      1716.1391     -15.550794      132.98609      246.84684      177.21774      31408.232      1.1489958    
  17487000  -1765.8227      1736.2561     -29.566585      61.858021      249.74043      177.21432      31407.113      1.1489873    
  17487500  -1771.7746      1734.837      -36.937598      188.26805      249.53631      177.142        31381.406      1.1490114    
  17488000  -1781.3847      1754.3525     -27.03216       16.346999      252.3434       177.22341      31410.213      1.1489888    
  17488500  -1798.7853      1824.7191      25.933788      109.63693      262.46482      177.13812      31379.986      1.1490113    
  17489000  -1692.2234      1763.8977      71.674353      93.224955      253.71636      177.12471      31375.29       1.149026     
  17489500  -1664.7901      1692.583       27.792923      150.71708      243.45857      177.17343      31392.462      1.1489997    
  17490000  -1730.8528      1724.224      -6.6287885      12.821269      248.00976      177.12783      31376.504      1.1489793    
  17490500  -1797.4841      1768.0883     -29.395749      43.39117       254.31913      177.18891      31397.973      1.1490019    
  17491000  -1744.7917      1727.5394     -17.252376      215.52281      248.48663      177.16035      31387.958      1.1490123    
  17491500  -1775.4351      1735.2792     -40.155955     -16.739039      249.59991      177.18311      31395.832      1.1489982    
  17492000  -1740.0254      1733.9431     -6.0823478      65.071367      249.40774      177.16317      31389.164      1.1490043    
  17492500  -1678.6738      1787.4208      108.74697      200.62918      257.09988      177.19881      31401.618      1.1489972    
  17493000  -1684.0597      1772.1252      88.06554       167.60898      254.89979      177.11792      31373.034      1.1490121    
  17493500  -1698.9416      1786.0025      87.060858     -83.526061      256.89588      177.19041      31398.761      1.1489875    
  17494000  -1702.9213      1759.5277      56.606408      202.60211      253.08779      177.10781      31369.444      1.1489816    
  17494500  -1760.1387      1758.3427     -1.7959529     -65.626126      252.91734      177.22969      31412.505      1.1489914    
  17495000  -1700.7704      1741.3518      40.58136       225.4634       250.47339      177.08284      31360.585      1.1490038    
  17495500  -1759.7083      1748.6257     -11.082519      35.777814      251.51967      177.20153      31402.556      1.1489888    
  17496000  -1750.7175      1742.8357     -7.8818039      160.81401      250.68683      177.14103      31381.033      1.1490061    
  17496500  -1762.7224      1745.7023     -17.020127      18.489143      251.09916      177.18543      31396.692      1.1490058    
  17497000  -1746.9263      1780.8378      33.911504      55.121627      256.15299      177.14824      31383.66       1.1490175    
  17497500  -1677.242       1789.3183      112.07636      52.639625      257.37282      177.10548      31368.601      1.1489996    
  17498000  -1699.9911      1770.0355      70.044414      150.89959      254.59922      177.15094      31384.731      1.1489977    
  17498500  -1644.3275      1773.8681      129.54054      212.01617      255.15049      177.12681      31376.159      1.149022     
  17499000  -1622.0112      1786.8105      164.79933      109.87352      257.01211      177.11759      31372.923      1.1489993    
  17499500  -1660.1683      1756.1926      96.024342      19.478596      252.60807      177.08124      31360.018      1.1490001    
  17500000  -1740.0684      1764.1859      24.117549     -28.446547      253.75782      177.22222      31409.834      1.148968     
  17500500  -1758.3366      1733.2221     -25.114481      295.98412      249.30402      177.11293      31371.098      1.1489843    
  17501000  -1771.8944      1782.1095      10.215185      75.949718      256.33592      177.20349      31403.004      1.1490158    
  17501500  -1662.9744      1744.2843      81.30996       157.3498       250.8952       177.057        31351.319      1.1490198    
  17502000  -1658.3069      1771.7405      113.43356      19.207883      254.84445      177.16357      31389.114      1.1490077    
  17502500  -1696.8685      1712.5805      15.712031      122.3826       246.33497      177.14053      31380.912      1.1489879    
  17503000  -1725.6966      1757.4767      31.78002      -0.87364438     252.79277      177.11995      31373.635      1.1489797    
  17503500  -1706.8738      1764.9333      58.059499      109.95851      253.86533      177.15826      31387.271      1.1490015    
  17504000  -1667.1284      1763.2639      96.135491      31.490138      253.62519      177.12439      31375.284      1.149006     
  17504500  -1731.628       1756.644       25.015994     -4.4256587      252.673        177.14753      31383.426      1.1489882    
  17505000  -1732.4362      1780.2373      47.801059      170.63235      256.06662      177.15432      31385.849      1.1490018    
  17505500  -1761.0939      1816.713       55.619128      7.2529305      261.31323      177.20276      31403.109      1.1490009    
  17506000  -1732.8285      1708.7639     -24.064663      118.92245      245.786        177.15592      31386.317      1.1490154    
  17506500  -1652.364       1779.5229      127.15896      257.16284      255.96387      177.10107      31366.967      1.1490124    
  17507000  -1614.2817      1742.2936      128.01188      205.20332      250.60886      177.08159      31360.214      1.1489989    
  17507500  -1701.7702      1717.5492      15.778991      96.913326      247.04967      177.19747      31401.012      1.1490023    
  17508000  -1719.1025      1790.9184      71.815867     -9.9571395      257.60297      177.15156      31384.814      1.1490008    
  17508500  -1676.311       1733.9515      57.640531      200.58254      249.40894      177.11983      31373.635      1.1489981    
  17509000  -1677.1363      1746.9075      69.771139      117.0205       251.27251      177.12169      31374.228      1.1490079    
  17509500  -1724.4472      1723.0066     -1.4405296      11.038332      247.83465      177.19464      31400.241      1.1489735    
  17510000  -1717.8162      1726.2441      8.4279438      26.42702       248.30033      177.13425      31378.819      1.1490052    
  17510500  -1722.623       1748.7445      26.121508      136.45135      251.53675      177.19566      31400.513      1.1489948    
  17511000  -1686.8681      1764.9098      78.041687     -124.34793      253.86194      177.12948      31377.1        1.1490198    
  17511500  -1646.6574      1758.2122      111.55476     -12.439784      252.89856      177.12142      31374.378      1.1490058    
  17512000  -1675.7767      1765.0591      89.282473      107.85248      253.88342      177.15687      31386.702      1.14899      
  17512500  -1685.7884      1777.64        91.851576      169.32153      255.69303      177.07176      31356.671      1.1489919    
  17513000  -1725.5535      1778.0305      52.476985      137.40533      255.74919      177.18017      31394.965      1.1489873    
  17513500  -1739.6802      1757.0436      17.36338       77.834256      252.73048      177.15587      31386.293      1.1490019    
  17514000  -1676.1835      1764.0735      87.890025     -16.425303      253.74165      177.1391       31380.626      1.149003     
  17514500  -1682.6722      1771.0444      88.37221       188.09418      254.74433      177.13294      31378.223      1.1489891    
  17515000  -1707.867       1793.3927      85.525739      217.74915      257.95888      177.12297      31374.809      1.1489783    
  17515500  -1706.9856      1766.9609      59.975256      134.59744      254.15697      177.13105      31377.649      1.1490027    
  17516000  -1702.946       1765.7911      62.845033      158.46192      253.9887       177.16511      31389.662      1.1490027    
  17516500  -1673.2287      1795.5823      122.35363     -3.397453       258.27383      177.12028      31373.926      1.1490034    
  17517000  -1654.6031      1798.6662      144.06312      133.64365      258.71741      177.09386      31364.534      1.148986     
  17517500  -1712.8255      1783.7372      70.91174       156.88137      256.57005      177.16582      31389.964      1.1490018    
  17518000  -1702.346       1760.0219      57.675889      212.32689      253.15887      177.12555      31375.814      1.1489982    
  17518500  -1720.1597      1802.7878      82.628142      175.25014      259.31025      177.17613      31393.474      1.1490153    
  17519000  -1644.7713      1757.8676      113.09631      19.278341      252.84901      177.11716      31372.706      1.149017     
  17519500  -1638.6325      1738.9532      100.32066      2.7521162      250.12838      177.05115      31349.325      1.1489936    
  17520000  -1651.8679      1790.9255      139.05765      146.46531      257.604        177.16245      31388.731      1.1489957    
  17520500  -1654.9435      1794.0318      139.0883       258.31934      258.0508       177.04844      31348.37       1.148976     
  17521000  -1738.9646      1722.3681     -16.596454      286.5337       247.74281      177.16001      31387.717      1.1490035    
  17521500  -1702.9948      1787.6876      84.692829     -156.06496      257.13827      177.16741      31390.338      1.1489986    
  17522000  -1740.7281      1778.4835      37.755397      138.81092      255.81437      177.12929      31377.1        1.1489963    
  17522500  -1716.526       1756.182       39.655986      91.405957      252.60654      177.1761       31393.698      1.14901      
  17523000  -1764.6307      1752.0852     -12.545539      175.05891      252.01726      177.21126      31406.049      1.1489825    
  17523500  -1737.4445      1754.0741      16.629572      83.132202      252.30335      177.14965      31384.285      1.1489995    
  17524000  -1751.3818      1761.9831      10.601295      56.561628      253.44097      177.17368      31392.825      1.1490035    
  17524500  -1742.1169      1754.897       12.780139     -26.233277      252.42172      177.13965      31380.524      1.1489918    
  17525000  -1794.4624      1809.954       15.491639      89.264205      260.34103      177.21987      31409.094      1.1490088    
  17525500  -1753.1624      1771.0403      17.877876      50.622845      254.74373      177.12651      31376.012      1.1490119    
  17526000  -1698.6241      1710.5458      11.921666      54.436329      246.04231      177.14688      31383.243      1.1489962    
  17526500  -1719.178       1766.1535      46.975448     -3.7688772      254.04083      177.17663      31393.73       1.1490035    
  17527000  -1674.9659      1740.9253      65.959383      133.55283      250.41204      177.10273      31367.647      1.1489968    
  17527500  -1713.7553      1769.2677      55.512374      52.200334      254.48877      177.19668      31400.869      1.1489999    
  17528000  -1719.4225      1705.4422     -13.980248     -141.28132      245.30821      177.12427      31375.375      1.1490097    
  17528500  -1700.7357      1826.7521      126.01646      25.737605      262.75725      177.21437      31407.056      1.1490079    
  17529000  -1620.0199      1757.7176      137.69774      182.50555      252.82743      177.03443      31343.539      1.149013     
  17529500  -1651.8696      1817.8631      165.99347      69.171981      261.47866      177.1295       31377.143      1.1489849    
  17530000  -1694.475       1689.6693     -4.8056382      138.2243       243.03946      177.15857      31387.353      1.1489857    
  17530500  -1709.2353      1767.6385      58.403207      48.396979      254.25443      177.14924      31383.977      1.148988     
  17531000  -1703.9165      1764.8927      60.976261      81.832392      253.85949      177.14329      31381.925      1.1489986    
  17531500  -1721.1617      1731.907       10.745284     -37.808752      249.11487      177.11985      31373.465      1.1489834    
  17532000  -1717.3841      1741.4284      24.044254      172.68034      250.48441      177.13967      31380.648      1.1490027    
  17532500  -1756.6476      1740.1641     -16.483442      162.58556      250.30256      177.16529      31389.725      1.1490049    
  17533000  -1732.9986      1780.8172      47.818599     -16.720678      256.15003      177.1983       31401.457      1.149002     
  17533500  -1720.57        1735.7651      15.195125      148.4264       249.66981      177.13839      31380.264      1.1489931    
  17534000  -1707.9617      1784.0845      76.122839      60.506455      256.62001      177.14257      31381.767      1.1489958    
  17534500  -1698.4174      1762.507       64.089592      88.326349      253.51632      177.12429      31375.314      1.1489793    
  17535000  -1755.4303      1804.385       48.95462      -30.428356      259.53999      177.20955      31405.429      1.1489992    
  17535500  -1771.6638      1747.6167     -24.047069      119.31204      251.37453      177.12987      31377.23       1.1489887    
  17536000  -1796.112       1751.1572     -44.954817      167.24512      251.88378      177.17957      31394.82       1.1489994    
  17536500  -1786.6113      1739.8713     -46.739981      66.117516      250.26044      177.20215      31402.527      1.1490108    
  17537000  -1679.4041      1777.0616      97.657436      171.27099      255.60983      177.05394      31350.46       1.1490197    
  17537500  -1712.4042      1780.6849      68.280635      101.65759      256.131        177.15379      31385.666      1.1489969    
  17538000  -1649.0192      1788.4353      139.41612     -27.566228      257.24581      177.09349      31364.345      1.1490092    
  17538500  -1680.3958      1727.5367      47.140907      128.76756      248.48625      177.14579      31382.718      1.1489877    
  17539000  -1700.4534      1710.7119      10.258509      42.532446      246.0662       177.19256      31399.388      1.1490001    
  17539500  -1685.7309      1737.329       51.598068      87.61054       249.89476      177.11502      31371.986      1.1490197    
  17540000  -1679.8577      1746.1492      66.291526     -24.976648      251.16344      177.19956      31401.786      1.1490156    
  17540500  -1605.2789      1733.4814      128.20252      118.10649      249.34133      177.04509      31347.246      1.1489893    
  17541000  -1680.0801      1776.7273      96.64722      -130.8362       255.56175      177.10297      31367.637      1.1489967    
  17541500  -1680.1837      1755.9281      75.744408      81.225545      252.57003      177.18645      31397.379      1.1489926    
  17542000  -1679.1728      1725.7967      46.62391       185.38334      248.23597      177.09477      31364.79       1.1489981    
  17542500  -1695.9374      1816.6596      120.72223     -16.082551      261.30555      177.21559      31407.538      1.1490194    
  17543000  -1608.4104      1747.5377      139.12739      146.50298      251.36317      177.04301      31346.472      1.1489889    
  17543500  -1659.0452      1763.8033      104.75816      162.81631      253.70279      177.14755      31383.4        1.1489838    
  17544000  -1681.957       1770.9458      88.988823      139.03807      254.73015      177.12388      31374.925      1.1490076    
  17544500  -1643.8095      1729.8883      86.078826     -12.836346      248.8245       177.06827      31355.426      1.1490032    
  17545000  -1669.9057      1753.727       83.82132       62.256577      252.25342      177.1552       31385.987      1.1489843    
  17545500  -1727.1123      1784.5066      57.394285      62.474383      256.68071      177.10896      31369.806      1.1489871    
  17546000  -1728.2515      1690.8085     -37.44302       51.589331      243.20332      177.14427      31382.191      1.1490118    
  17546500  -1742.2044      1736.507      -5.6974113      57.774322      249.77653      177.14287      31381.748      1.1489927    
  17547000  -1731.9122      1818.0793      86.167095      0.030843074    261.50976      177.15177      31385.014      1.1490066    
  17547500  -1725.5431      1790.4442      64.901082      52.242875      257.53477      177.1374       31379.805      1.1489881    
